thithake	ठिठके
bishnamal	बिशनामल
pilatej	पिलातेज
samsonite	सैम्सोनाइट
founter	फाउंटर
makhnaha	मखनाहा
bunane	बनानें
badyayantra	बाद्ययंत्र
manikonda	मनिकोंडा
sahaayikaaen	सहायिकाएँ
pktcl	पीकेटीसीएल
mehrajpur	मेहराजपुर
golding	गोल्डिंग
paremparaaon	परंपराओं
hadapeen	हड़पीं
tabahiyaan	तबाहियाँ
barland	बारलैंड
farlobaazon	फरलोबाजों
mahimaanon	महिमानों
minnikhanov	मिन्निखानोव
chhumma	छुम्मा
khyalikhushali	ख्यालीखुशाली
trichoderma	ट्राइकोडरमा
vridadhi	वृदधि
semalkand	सेमलकंद
machgar	मछगर
kathiresan	काथिरसन
sarhand	सरहन्द
jorden	जॉर्डेन
fpai	एफपीएआई
albuminuria	एल्बूमिन्यूरिया
ghonsi	घोंसी
karaahatin	कराहतीं
kisanpuri	किसानपुरी
dhumita	धूमिता
satco	सैटको
ruizao	रुइजाओ
punari	पुनेरी
kheejhiye	खीझिये
naritva	नारित्व
angling	अंग्लिंग
antidiabetic	एंटीडाइबिटिक
nakkapalli	नक्कापल्ली
nuchin	नुचिन
neharooji	नेहरुजी
jaliyanwwala	जलियांवाला
paresto	परेस्टो
gahantapurvak	गहनतापूर्वक
hogenakal	होगेनाकल
patino	पैटिनो
karajgi	करजगी
devisaran	देवीसरण
milliaria	मिलिएरिया
pharmacopoeia	फार्माकोपिया
khichate	खिचते
productised	प्रोडक्टाइज्ड
chandeegarh	चण्डीगढ़
adif	एडीआईएफ
hazarimal	हज़ारीमल
jhoonpadi	झूंपड़ी
bhidaataa	भिड़ाता
vridghashram	वृद्घाश्रम
mahafalayai	महाफलायै
ayudah	आयुध
swanaamadhanya	स्वनामधन्य
imarjansi	इमरजन्सी
threatyre	थ्रीटायर
hirakud	हीराकुंड
emperor	एम्पार
disturbances	डिस्टर्बन्स
paithyon	पैथ्यों
khupsali	खुपसली
pssc	पीएसएससी
valcanized	वैल्केनाइज्ड
tawanagar	तवानगर
akhram	अखराम
garibonke	गरीबोंके
efficiently	एफिशिएंटली
saamantagan	सामंतगण
tarbarez	तरबरेज
polyphilm	पॉलिफिल्म
preferencenge	प्रेफरेंसेंज
sthaansuchakon	स्थानसूचकों
tejgendbaj	तेजगेंदबाज
supportive	सपोर्टिव
arthaksham	अर्थक्षम
ecomo	इकोमो
lokchitrakala	लोकचित्रकला
nicobarchya	निकोबारच्या
fsca	एफएससीए
gestural	गेस्चरल
jeesane	जीसने
panhuchaaungaa	पंहुचाउंगा
muppavarapu	मुप्पवरपु
chaturakshar	चतुरक्षर
seekhoon	सीखूँ
morent	मॉरेंट
ramswarupji	रामस्वरूपजी
undisclosed	अनडिस्क्लोज्ड
instagrammers	इंस्टाग्रामर्स
jajli	जाजली
coclear	कोक्लीयर
adhakariyon	अधाकारियों
adalatkarmi	अदालतकर्मी
tumbler	टंब्लर
chitlapakkam	चितलपक्कम
superior	सुपीरियोरे
ayuraksha	आयुरक्षा
vivechananusar	विवेचनानुसार
galatdharana	गलतधारणा
accellatory	एक्सलेटरी
shinakhton	शिनाख्तों
kusambhe	कुसंभे
karnagi	करनागी
trumptrump	ट्रंपट्रंप
dehkhoda	दहखुदा
pavanik	पावनिक
horstrading	होर्सट्रेडिंग
nagesiyaon	नागेसियाओं
ecubate	इक्यूबेट
paribaro	परिबारो
baghnal	बघनाल
navmatdataon	नवमतदाताओं
jaggon	जग्गों
sakshmata	सक्षमता
dhundiraj	धुन्दीराज
ijimi	इजिमी
ankwalon	अंकवालों
nausikhiye	नौसिखिये
pomfret	पॉमफ्रेट
nirvaasana	निर्वासन
satyendar	सत्येंदर
thivakaran	थिवाकरण
chandmauli	चंदमौली
shugalpur	शुगलपुर
vyakta	ब्यक्त
ramnujacharya	रामनुजाचार्य
contingency	कॉन्टिंजेंसी
budbudaya	बुदबुदाया
kalangidhar	कलंगीधर
antonla	एंटोनला
mahsghika	महासांघिक
vasaanen	वसानें
dhanvantaraye	धन्वंतराये
directions	डायरेक्शंस
gholo	घोलों
rovering	रोवरिंग
bathuji	बाथुजी
vargakholyanchya	वर्गखोल्यांच्या
shaltiel	शालतीएल
umarwala	उमरवाला
bhawala	भवाला
gangaikondacholapuram	गंगईकोंडाचोलपुरम
jiwanwan	जीवनवान
gcco	जीसीसीओ
naulon	नौलों
chunayukt	चूनायुक्त
jilakushti	जिलाकुश्ती
sugato	सुगातो
buchadkhane	बुचड़खाने
duhamil	दुहामिल
rassemic	रैसेमिक
ruknon	रुक्नों
rangkranti	रंगक्रांति
paricharchaatmak	परिचर्चात्मक
mhda	एमएचडीए
packway	पैक्वे
kotlarska	कोटलारस्का
harjiramji	हरजीरामजी
fabiansky	फाबियांस्की
prejhentas	प्रेझेंटस
teema	टीमा
darshanaane	दर्शनाने
prakalpavirodhak	प्रकल्पविरोधक
icse	आइसीएसई
jecheng	जेचेंग
banishthiyan	बनिष्ठियां
angamuthu	अंगामुथु
chhevale	छेवले
khalalpimpri	खलालपिंप्री
playro	प्लेयरो
romulus	रोमुलुस
flaming	फ्लैमिंग
rukhman	रुखमन
dishan	दीशान
ravindralay	रवींद्रालय
anunadji	अनुनादजी
karfir	करफिर
dhanaabhav	धनाभाव
gramopyogivigyan	ग्रामोपयोगीविज्ञान
stucky	स्टकी
satgharia	सातघरिया
sinkhachon	सींकचों
diet	डायेट
valamukhiyon	वालामुखियों
basoya	बासोया
gianixia	जियानिक्सिया
bagulaagarh	बगुलागढ़
sakhiyon	सखियों
ashcharyakar	आश्चर्यकर
mauf	मौफ
kanteshwar	कंटेश्वर
avichhed	अविच्छेद
vandhyatvachi	वंध्यत्वाची
chanamma	चनम्मा
jalburj	जलबुर्ज
bibika	बिबिका
budhapur	बूढ़ापुर
ntpc	एनटीपीसी
hanslekha	हंसलेखा
viharmaan	विहरमान
darkhaton	दरखतों
nilangan	नीलांगन
mufson	मुफसन
humeein	हमें
fuel	फ्यूएल
sathvidhi	साथविधि
betein	बेटें
ghudiana	घुड़ियाना
nimga	निमगा
encephalitis	एंसेफेलिटीज़
storyboarding	स्टोरीबोर्डिंग
jatharanchya	जठारांच्या
nabuvvate	नबुव्वते
dhanothia	धनोठिया
davighati	दावीघाटी
yehsalah	यहसलाह
jethabhai	जेठभाई
sujailahi	सुजाइलाही
jakhminkadun	जखमींकडून
kishu	किशु
sindhuli	सिंधुली
haleti	हलेटी
tuffeeding	टफीडिंग
karembangladesh	करेंबंगलादेश
bagula	बागुला
concent	कॉन्सेन्ट
janshruti	जनश्रुति
naivedyon	नैवेद्यों
gadhkundaar	गढ़कुण्डार
tuallawat	तुअल्लावत
bhanjenge	भांजेंगे
crofford	क्रॉफ़र्ड
anchitte	अनचित्ते
kayartavash	कायरतावश
edacherry	एडाचेरी
kalanagarmadhye	कलानगरमध्ये
streel	स्ट्रील
nachgane	नाचगाने
denachahiye	देनाचाहिये
kajor	काजोर
birbahadur	बीरबहादुर
tangent	टैंजेंट
islamophobin	इस्लामोफोबिन
lasticala	लास्टिकला
aavaranyaat	आवरण्यात
hariomsingh	हरिओमसिंह
tundies	टंडीज
veraj	वेराज
satovari	सतोवरी
publil	पब्लिल
abdullaz	अब्दुल्लाज
raashtragat	राष्ट्रगत
bholichakk	भोलीचक्क
zombo	ज़ोम्बो
basot	बसोट
dhunghru	धुंघरू
gidh	गिध
katarwana	कतरवाना
okalipuram	ओकलीपुरम
poanta	पोआंटा
raamajethaamalaanee	रामजेठमलानी
backman	बैकमैन
nagarikanchyatun	नागरिकांच्यातून
harankundia	हरणकुंडिया
haathapaayi	हाथापायी
lachechya	लाचेच्या
shaded	शेडेड
mehandikheda	मेहंदीखेड़ा
palangacha	पलंगाचा
geedaj	गीदज
rashtriyikrit	राष्ट्रीयीकृत
masang	मसंग
bodhiprapti	बोधिप्राप्ति
panchkamitiche	पंचकमिटीचे
friedman	फ्रीदमेन
vitalacharya	वितालाचार्य
paristhitisamor	परिस्थितीसमोर
bhampak	भंपक
maujoodanahin	मौजूदनहीं
gtvk	जीटीवीक
jainendraji	जैनेंद्रजी
greenscreen	ग्रीन्सस्क्रीन
ghuina	घुइना
shulkasambandhi	शुल्कासंबंधी
molestration	मोलेस्ट्रेशन
swaroopat	स्वरूपत
carabao	कैराबाओ
chanalon	चनालों
