sabherwal	सभरवाल
mahuwara	महुवारा
praakiran	प्राकिरण
moohi	मूही
transil	ट्रान्सिल
bhavmalini	भवमालिनी
paabandiyan	पाबंदियाँ
cji	सीजेआई
gulura	गुलुरा
kakre	काकरे
orthodontics	आर्थोडोंटिक्स
hangaamebaajon	हंगामेबाजों
sivapatham	शिवपाथम
natyagrihacha	नाट्यगृहाचा
mavang	मवंग
etimad	एतिमाद
jebeli	जेबेली
girizababu	गिरिजाबाबु
narepur	नारेपुर
vyavasayasobatach	व्यवसायासोबतच
acidaphilus	एसिडाफिलस
prachingranthon	प्राचीनग्रंथों
renady	रेनेडी
mortarboard	मोर्टारबोर्ड
anopcharikta	अनोपचारिकता
fikul	फिकुल
shikshasent	शिक्षासेंट
mugaliyat	मुगलियत
franke	फ्रेंके
glada	ग्लाडा
keevers	कीवर्स
chairo	चैरो
mahamin	महामीन
intech	इनटेक
peshabkhane	पेशाबखाने
mgmal	एमजीएमएएल
payuma	पयूमा
vamankrit	वामनकृत
aatmasaat	आत्मसात्
prajaatiyo	प्रजातियो
sadajivi	सदाजीवी
fasalafe	फसलफे
gerwa	गेरवा
kirmiti	किरमिटी
bagachya	बागाच्या
kanchantai	कांचनताई
districts	डिस्ट्रिक्ट्स
muhauya	मुहौया
shifto	शिफ्टो
kripapatr	कृपापात्र
khaalidon	खालिदों
abhisuchanaon	अभिसूचनाओं
saampradaayaki	सांप्रदायकि
doranpal	दोरनपाल
beausjore	ब्यूसजोर
kriyavisheshanon	क्रियाविशेषणों
dendrick	डेंड्रिक
maganipekshahi	मागणीपेक्षाही
pangvanyasathi	पांगवण्यासाठी
kaayen	कायें
khayaale	खयाले
khalela	खलेला
defibrillator	डिफाइब्रिलेटर
plutarch	प्लुटार्क
dipna	दिप्ना
chhajgariya	छजगरिया
gapchik	गपचिक
samundaron	समुंदरों
saikrishna	साईकृष्णा
retrofitting	रीट्रोफिटिंग
uraya	उराया
agrahiyon	आग्रहियों
doldall	डोलडाल
samparak	सम्परक
daraji	दराजी
yuglina	युग्लीना
baghbari	बाघंबरी
kohyelo	कोह्येलो
nstikaran	नस्तीकरण
lamhetaghat	लम्हेटाघाट
dujeram	दूजेराम
vyavharvadi	व्यवहारवादी
capreomycin	केप्रिओमाइसिन
istrayalala	इस्त्रायलला
hadiganj	हादीगंज
khelun	खेलूँ
kurja	कुरजा
basnet	बैसनेत
marcinho	मार्सिन्हो
siblu	सिब्लू
edelweiss	एडिलविस
brajalaalachak	ब्रजलालचक
magarmakachcha	मगरमकच्छ
funtsog	फंटसोग
hakirpura	हकीरपुरा
meghavrishti	मेघवृष्टि
badebhai	बड़ेभाई
tdx	टीडीएक्स
lubadle	लुबाडले
berhamo	बेरहमो
bandergahon	बन्दरगाहों
bhedal	भेदल
unrest	अवरेस्ट
yudghonmad	युद्घोन्माद
jawanonki	जवानोंकी
merihi	मेरिहि
khamhi	खाम्ही
bahulyavad	बाहुल्यवाद
bansati	बंसती
aatmiyajan	आत्मीयजन
persulfate	पर्सल्फेट
hathurusinghe	हथारुसिंघा
bhimchandi	भीमचंडी
kalanetri	कलानेत्री
gurbaksh	गुरुबक्ष
talsari	तालसारी
paayengen	पायेगें
nairatmavaad	नैरात्मवाद
mahaschivguteras	महासचिवगुटेरस
kanshi	कंशी
radiography	रेडियोग्राफी
mizorama	मिजोरमा
dweshjanit	द्वेषजनित
dynic	डाइनिक
magaayengi	मगाएंगी
mcferson	मैकफेरसन
kalpong	कलपोंग
siharaane	सिहराने
termanology	टर्मनॉलजी
kaamnaapurti	कामनापुर्ति
moobment	मूबमेंट
vividhpurna	विविधपूर्ण
palatuungaa	पलटूँगा
sinhaniyaan	सिंहनियाँ
chetla	चेटला
gadhava	गढ़वा
parichhaayi	परिछायी
qutum	कुतुम
nemco	नेमको
bhartane	भारताने
chikitsadhikshakon	चिकित्साधीक्षकों
ediya	इडिया
kariadpur	करियादपुर
barbaraya	बड़बड़ाया
contaminated	कॉन्टेमिनेटेड
barseem	बरसीम
jiginihwa	जिगिनिहवा
chheta	छेता
alokesh	आलोकेश
muddassar	मुदस्सर
nomia	नोमिया
lachcham	लच्छम
tumerani	तुमेरानी
xerophthalmia	ज़ीरोफ्थैलमिया
dohkaaron	दोहकारों
hydrogenation	हाइड्रोजनीकरण
kaksi	काकसी
tufailpurwa	तुफैलपुरवा
nashidul	नशीदुल
aerotron	एयरोट्रॉन
toxicology	टाक्सीकोलॉजी
upekshanneeya	उपेक्षणीय
kutuzova	कुतुज़ोवा
theosophist	थियोसोफिस्ट
bhanwardas	भंवरदास
murkhadhirajo	मूर्खाधिराजो
okhinio	ओखिनियो
rugnane	रुग्णाने
chaityagrih	चैत्यगृह
chinderkar	चिंदरकर
haau	हाउ
mantrajaap	मन्त्रजाप
parabiosis	पाराबैओसिस
raashtrvad	राष्ट्रवाद
titidyon	टिटिड्यों
cuadra	कुआड्रा
gaumo	गौमो
digitalized	डिजिटिलाइज्ड
mutab	मुताब
matikala	माटीकला
lilatai	लिलाताई
aupchaarikaritya	औपचारिकरित्या
dodtey	दोड़ते
burakowski	बुराकोव्स्की
robylon	रोबीलॉन
dairbhanga	दैरभंगा
avenge	आवेंगे
gandbikinibrajil	गांडबिकिनीब्राजील
dharmanirapeksha	धर्मनिरपेक्ष
steppe	स्टेपी
lockout	लाकआउट
sarvanchyach	सर्वांच्याच
govardhanandhari	गोवर्धनधारी
bernesco	बर्नेसको
sahyodi	सहयोदी
erdenebileg	इरडिनबिलेग
korokida	कोरोकिडा
pashthesh	पष्ठेश
chautang	चौतांग
bhetnai	भेटनाई
dememble	डिमेंबल
yarpa	यारपा
sabhawala	सभावाला
khushmeet	खुशमीत
khariddiri	खरीददीरी
pujniya	पूजनीय
timatimata	टिमटिमाता
zibillah	जिबिल्लाह
takarwada	टाकरवाड़ा
gaschoolhe	गैसचूल्हे
gujaaren	गुजारें
ghurubhai	घुरुब्हइ
sloance	स्लोएंस
rajbail	राजबैल
jujerikar	जुजेरिकर
mulanakshatra	मूलनक्षत्र
abdalia	अब्दालिया
maidanavarche	मैदानावरचे
ejaculation	एजैक्युलेशन
kolhapurche	कोल्हापुरचे
chedean	चेडियन
upadhyakshi	उपाध्यक्षी
yakshavat	यक्षवत
muhyiddin	मुहियिद्दीन
monterary	मॉन्टेरेरी
visfod	विस्फोद
patanwala	पाटनवाला
deepkant	दीपकान्त
rallio	रैलियो
gurnath	गुरनाथ
sadhikariyon	साधिकारियों
danvon	दानवों
mylagia	मायलागिया
maigneez	मैगनीज़
vaivaahitak	वैवाहितक
tourets	टूरेट्स
mackintyre	मैकिंटायर
bharatsex	भारतसेक्स
multibrand	मल्टीब्राण्ड
babumoshai	बाबुमोशाई
bhopasamachar	भोपासमाचार
scsl	एससीएसएल
resil	रेसिल
jaagon	जागों
bimbit	बिंबित
salikala	सालीकला
baakaan	बाकां
nipatron	निपत्रों
medicloreche	मेडिक्लोरचे
moladenov	मोलाडेनोव
bekraar	बेकरार
gokaraju	गोकराजू
bhedoli	भेड़ोली
siddharaya	सिद्धराय
potnivadanukancha	पोटनिवडणुकांचा
nishiki	निशिकी
pragalbhaji	प्रगल्भजी
swapron	स्वप्रों
kachhvaahi	कछवाही
bilinear	बाइलिनियर
sansthachalkanchi	संस्थाचालकांची
marbes	मारबेस
jyotiraj	ज्योतिराज
avdharnao	अवधारणाओं
sthanikanchyakadun	स्थानिकांच्याकडून
bigari	बिगारी
vyavasaaymule	व्यवसायमुळे
sarbale	सरबाले
belize	बेलीज
corionic	कोरिओनिक
multivarsh	मल्टीवर्ष
joliac	जोलिएक
muslihin	मुस्लिहीन
dhanaadhya	धनाढ्य
istallantion	इस्टॉलेंशन
rashtrakosh	राष्ट्रकोष
yugulanwar	युगुलांवर
yuvran	युवरान
goozaar	गुज़ार
anjaniputra	अंजनीपुत्र
sanek	सनेक
billeekishor	बिल्लीकिशोर
beatridge	बीट्रिज
ragjivendra	रागजीवेंद्र
chatwale	चाटवाले
kisikasaman	किसीकासामान
embedding	एम्बैडिंग
adhyankshta	अध्यंक्षता
upamandaliya	उपमण्डलीय
ikkiswan	इक्कीसवां
pradarshirat	प्रदर्शिरत
kapuchino	कापुचिनो
matadhikarkosh	मताधिकारकोष
harkog	हर्कोग
tilaaipeedi	तिलाईपीड़ी
dedicately	डेडिकेटली
angasparsh	अंगस्पर्श
tamandalon	टमंडलों
